Timestamp,Reference Element,Element,Ratio,Ratio Sigma,Ratio SNR,Error Percentage,v0_lat,v1_lat,v2_lat,v3_lat,v0_lon,v1_lon,v2_lon,v3_lon
20230207T134131748,Mg,Ca,0.3037608486017358,0.007737843598312145,39.256524733582765,2.5473472417300616,-70.277,-72.7348,-72.751,-70.2912,-73.9356,-74.241,-71.4403,-71.4713
20230207T134203748,Mg,Ca,0.25430597771023306,0.006089654138234319,41.76033185752787,2.3946169858315827,-68.6496,-71.1075,-71.1224,-68.6628,-73.7735,-74.0306,-71.464,-71.4897
20230207T134235748,Mg,Ca,0.2908496732026144,0.0076009106379939075,38.26510888692381,2.613346803624871,-67.0219,-69.4801,-69.4937,-67.0342,-73.6349,-73.8543,-71.484,-71.5053
20230207T134307748,Mg,Ca,0.25170648464163825,0.0047723471309076325,52.74270243492687,1.8959968940419472,-65.3941,-67.8524,-67.8651,-65.4057,-73.5151,-73.7045,-71.5009,-71.5188
20230207T134339748,Mg,Ca,0.36676016830294533,0.005949385998239266,61.646725966593664,1.6221461631910503,-63.7662,-66.2245,-66.2364,-63.777,-73.4107,-73.5757,-71.5154,-71.5306
20230207T134411748,Mg,Ca,0.2429210134128167,0.004667286989947347,52.047584375255475,1.9213187547574662,-62.1381,-64.5965,-64.6077,-62.1484,-73.3189,-73.4638,-71.528,-71.5409
20230207T134443748,Mg,Ca,0.30115511551155116,0.005680010765511093,53.020166324359586,1.886074807616286,-60.5099,-62.9684,-62.9789,-60.5197,-73.2377,-73.366,-71.539,-71.55
20230207T134515748,Mg,Ca,0.23702185792349728,0.003814293337684994,62.140437805801476,1.6092580537091732,-58.8366,-61.3401,-61.3501,-58.9083,-73.0249,-73.2796,-71.5486,-71.4226
20230207T134547748,Mg,Ca,0.32727272727272727,0.008082682061060761,40.49061002280428,2.469708407546344,-57.1218,-59.6617,-59.7374,-57.3847,-72.6594,-73.1869,-71.5495,-71.1985
20230207T134619748,Mg,Ca,0.24719800747198012,0.00451952661079389,54.69555304345423,1.8283022007392913,-55.4543,-57.9038,-58.1755,-55.9017,-72.3636,-73.1685,-71.6893,-71.1173
20230207T134651748,Mg,Ca,0.24178712220762155,0.004472794655964874,54.05728203622687,1.8498895289072115,-54.387,-56.1465,-56.603,-53.827,-73.2059,-73.174,-71.926,-72.1622
20230207T134723748,Mg,Ca,0.28533190578158457,0.0040515572595382805,70.42524330856952,1.4199453960257988,-52.6622,-55.0001,-54.4329,-52.2126,-73.2106,-72.2414,-71.1898,-72.0657
20230207T134755748,Mg,Ca,0.25588382573860796,0.003459974968277045,73.95539796810431,1.3521663427885044,-51.0358,-53.361,-52.9049,-50.5851,-73.1629,-72.4671,-71.3118,-72.0596
20230207T134827748,Mg,Ca,0.31430125067971726,0.004218044128019578,74.51350463402702,1.3420386075134956,-49.4013,-51.7337,-51.2768,-48.9574,-73.1113,-72.4439,-71.3315,-72.0384
20230207T134859748,Mg,Ca,0.2583290620194772,0.0031899630838877198,80.9818343429362,1.2348448366398692,-47.7658,-50.1035,-49.6537,-47.3301,-73.064,-72.4273,-71.3457,-72.0175
20230207T134931748,Mg,Ca,0.31824962705121834,0.004081599764324974,77.97178690396444,1.282515175946488,-46.1299,-48.4729,-48.0317,-45.7028,-73.0206,-72.4143,-71.3594,-71.9979
20230207T135003748,Mg,Ca,0.3384955752212389,0.004203641905322501,80.52436026785438,1.2418602230103075,-44.4937,-46.8421,-46.4099,-44.0757,-72.9802,-72.403,-71.3723,-71.9789
20230207T135035748,Mg,Ca,0.26390076988879385,0.0029696470592418594,88.8660384969003,1.1252892746365424,-42.8571,-45.2112,-44.7885,-42.4487,-72.9428,-72.3933,-71.3843,-71.9607
20230207T135107748,Mg,Ca,0.27200996677740863,0.0030497858323923752,89.18985847738463,1.1212037075421128,-41.221,-43.58,-43.1673,-40.8238,-72.9118,-72.385,-71.3956,-71.9464
